"corpus","user/it3/oct_GZQS3fc7aPtWJBbZbMEFoQ"
"subcorpus","-"
Item,Frequency (focus),Frequency (reference),Relative frequency (focus),Relative frequency (reference),Score
"High",8,4110101,51.28961,66.73759,0.772
"find",113,57839547,724.46576,939.16718,0.772
"obey",1,532838,6.41120,8.65193,0.768
"rental",3,1561426,19.23360,25.35359,0.768
"profile",7,3628198,44.87841,58.91271,0.766
"isolate",2,1050467,12.82240,17.05691,0.765
"precise",2,1051669,12.82240,17.07643,0.765
"assist",9,4670512,57.70081,75.83724,0.764
"responsible",9,4675334,57.70081,75.91553,0.763
"stock",11,5711945,70.52322,92.74746,0.763
"interpret",3,1571969,19.23360,25.52478,0.763
"precisely",2,1058088,12.82240,17.18066,0.760
"freight",1,539646,6.41120,8.76248,0.759
"price",28,14630542,179.51364,237.56279,0.757
"selected",2,1064673,12.82240,17.28758,0.756
"upon",22,11515096,141.04643,186.97588,0.756
"strive",2,1065111,12.82240,17.29469,0.756
"compatible",2,1065735,12.82240,17.30483,0.755
"aspect",10,5251298,64.11201,85.26772,0.755
"related",6,3161003,38.46721,51.32665,0.754
"not",642,336745192,4115.99170,5467.88574,0.753
"rather",25,13169492,160.28004,213.83905,0.751
"Portugal",1,546442,6.41120,8.87283,0.751
"perceive",3,1600157,19.23360,25.98248,0.750
"kilometre",1,547751,6.41120,8.89408,0.749
"sink",3,1606431,19.23360,26.08435,0.747
"commit",8,4252239,51.28961,69.04555,0.747
"compensation",3,1607866,19.23360,26.10765,0.746
"likely",19,10079144,121.81283,163.65967,0.746
"international",16,8567905,102.57922,139.12099,0.739
"Price",2,1090541,12.82240,17.70761,0.739
"identical",2,1091025,12.82240,17.71547,0.739
"through",91,48699689,583.41937,790.75916,0.738
"secondly",1,556999,6.41120,9.04425,0.738
"location",17,9144208,108.99043,148.47868,0.736
"indication",2,1097812,12.82240,17.82568,0.734
"practice",25,13514559,160.28004,219.44208,0.732
"revert",1,564461,6.41120,9.16541,0.729
"Regional",2,1111300,12.82240,18.04469,0.726
"recycling",1,567794,6.41120,9.21953,0.725
"weaken",1,569342,6.41120,9.24467,0.723
"expense",5,2752941,32.05601,44.70076,0.723
"replicate",1,569592,6.41120,9.24873,0.723
"philosophy",4,2217850,25.64481,36.01224,0.720
"natural",15,8256129,96.16802,134.05853,0.719
"view",31,17072725,198.74725,277.21762,0.718
"liquid",3,1675449,19.23360,27.20503,0.717
"essential",8,4427625,51.28961,71.89336,0.717
"median",1,575524,6.41120,9.34505,0.716
"engine",11,6111903,70.52322,99.24177,0.714
"whatever",9,5015465,57.70081,81.43839,0.712
"know",120,66658872,769.34418,1082.37061,0.711
"manufacturing",4,2252536,25.64481,36.57546,0.709
"mineral",2,1139013,12.82240,18.49468,0.709
"correlate",1,583641,6.41120,9.47685,0.707
"treat",12,6735981,76.93442,109.37520,0.706
"give",96,53722358,615.47534,872.31445,0.706
"itself",16,8980120,102.57922,145.81432,0.706
"all",255,142850832,1634.85645,2319.53418,0.705
"cap",4,2267104,25.64481,36.81200,0.705
"Australia",9,5079356,57.70081,82.47583,0.703
"opportunity",23,12947897,147.45764,210.24092,0.703
"November",15,8455127,96.16802,137.28976,0.703
"organized",1,589594,6.41120,9.57351,0.701
"initially",4,2282513,25.64481,37.06221,0.700
"discretion",1,590424,6.41120,9.58698,0.700
"trend",7,3979355,44.87841,64.61461,0.699
"trigger",4,2286781,25.64481,37.13151,0.699
"highlight",8,4552889,51.28961,73.92735,0.698
"collaboration",5,2861063,32.05601,46.45639,0.697
"monitor",7,3999432,44.87841,64.94061,0.696
"a",2326,1323411874,14912.45605,21488.84375,0.694
"Card",1,596204,6.41120,9.68084,0.694
"conditioning",1,597179,6.41120,9.69667,0.693
"expansion",4,2307768,25.64481,37.47228,0.693
"time",173,99082544,1109.13794,1608.84863,0.690
"pronounce",1,600700,6.41120,9.75384,0.689
"tow",1,601260,6.41120,9.76293,0.689
"banking",2,1175069,12.82240,19.08013,0.688
"several",31,17824958,198.74725,289.43198,0.688
"utilize",4,2335934,25.64481,37.92963,0.684
"five",21,12148603,134.63524,197.26242,0.684
"participate",9,5232407,57.70081,84.96098,0.683
"sufficiently",1,607498,6.41120,9.86422,0.682
"importantly",2,1186926,12.82240,19.27266,0.682
"Protection",2,1187593,12.82240,19.28349,0.681
"targeted",1,608664,6.41120,9.88316,0.681
"effort",18,10477399,115.40163,170.12631,0.680
"single",20,11648853,128.22403,189.14775,0.680
"amend",2,1192330,12.82240,19.36041,0.679
"waste",7,4100939,44.87841,66.58882,0.679
"predict",4,2357266,25.64481,38.27600,0.678
"vendor",3,1777629,19.23360,28.86417,0.678
"Solar",1,612201,6.41120,9.94059,0.677
"advancement",1,612425,6.41120,9.94422,0.677
"licensing",1,613853,6.41120,9.96741,0.676
"likelihood",1,614482,6.41120,9.97762,0.675
"most",97,56768340,621.88654,921.77350,0.675
"Korea",3,1791396,19.23360,29.08772,0.672
"du",1,617528,6.41120,10.02708,0.672
"component",9,5324773,57.70081,86.46078,0.671
"albeit",1,619906,6.41120,10.06570,0.670
"accident",4,2389737,25.64481,38.80325,0.669
"action",24,14219333,153.86884,230.88582,0.668
"cube",1,622972,6.41120,10.11548,0.667
"submission",3,1809858,19.23360,29.38749,0.666
"contain",18,10706316,115.40163,173.84335,0.666
"replace",11,6556708,70.52322,106.46426,0.666
"recreational",1,624598,6.41120,10.14188,0.665
"offshore",1,624991,6.41120,10.14826,0.665
"spread",8,4785222,51.28961,77.69984,0.664
"innovative",4,2419541,25.64481,39.28719,0.661
"point",52,31102280,333.38248,505.02194,0.661
"assistance",5,3020297,32.05601,49.04194,0.661
"uphold",1,630176,6.41120,10.23246,0.660
"incur",1,630473,6.41120,10.23728,0.660
"opt",2,1229614,12.82240,19.96580,0.659
"decision",18,10814173,115.40163,175.59467,0.659
"Belgium",1,631937,6.41120,10.26105,0.658
"engaging",1,632052,6.41120,10.26292,0.658
"compensate",1,633636,6.41120,10.28864,0.657
"signature",3,1837179,19.23360,29.83111,0.656
"mechanism",5,3040960,32.05601,49.37746,0.656
"perform",16,9716567,102.57922,157.77234,0.652
"Cameron",1,639455,6.41120,10.38312,0.651
"thereafter",1,639642,6.41120,10.38616,0.651
"scale",8,4893727,51.28961,79.46169,0.650
"Canada",10,6115297,64.11201,99.29687,0.649
"temporary",3,1863347,19.23360,30.25602,0.647
"profit",5,3086966,32.05601,50.12448,0.647
"layer",6,3701985,38.46721,60.11082,0.646
"independence",2,1258437,12.82240,20.43382,0.645
"damage",11,6783329,70.52322,110.14401,0.644
"remainder",1,647787,6.41120,10.51841,0.643
"drought",1,649374,6.41120,10.54418,0.642
"essentially",3,1879941,19.23360,30.52546,0.642
"instead",18,11114592,115.40163,180.47272,0.641
"test",26,16073128,166.69124,260.98672,0.640
"setting",8,4974065,51.28961,80.76617,0.640
"timber",1,653772,6.41120,10.61559,0.638
"Quebec",1,653950,6.41120,10.61849,0.638
"France",6,3751428,38.46721,60.91365,0.637
"prevail",1,654658,6.41120,10.62998,0.637
"demand",13,8098291,83.34562,131.49565,0.637
"equipment",9,5617448,57.70081,91.21307,0.637
"parliamentary",1,656117,6.41120,10.65367,0.636
"World",15,9361662,96.16802,152.00960,0.635
"negotiate",2,1279370,12.82240,20.77371,0.635
"rate",23,14365176,147.45764,233.25392,0.634
"subsidy",1,661832,6.41120,10.74647,0.631
"shrink",1,662403,6.41120,10.75574,0.630
"consult",2,1289589,12.82240,20.93965,0.630
"foreign",7,4438408,44.87841,72.06846,0.628
"frequency",4,2552213,25.64481,41.44145,0.628
"accessibility",1,665584,6.41120,10.80739,0.628
"ongoing",4,2557761,25.64481,41.53154,0.626
"anticipate",2,1298437,12.82240,21.08331,0.626
"without",40,25297809,256.44806,410.77206,0.625
"adhere",1,669086,6.41120,10.86425,0.625
"dedicated",2,1301440,12.82240,21.13208,0.625
"select",12,7630272,76.93442,123.89622,0.624
"bridge",5,3206962,32.05601,52.07291,0.623
"explicit",1,673455,6.41120,10.93520,0.621
"whose",10,6429536,64.11201,104.39931,0.618
"distribute",4,2596232,25.64481,42.15620,0.617
"absent",1,678242,6.41120,11.01293,0.617
"dual",2,1318377,12.82240,21.40709,0.617
"corporation",3,1958536,19.23360,31.80165,0.617
"employ",5,3241226,32.05601,52.62927,0.616
"lightweight",1,679085,6.41120,11.02661,0.616
"tuition",1,679221,6.41120,11.02882,0.616
"certified",1,679474,6.41120,11.03293,0.616
"important",29,18637321,185.92485,302.62268,0.616
"mainly",4,2603810,25.64481,42.27925,0.616
"incentive",2,1326053,12.82240,21.53173,0.613
"regard",15,9706253,96.16802,157.60486,0.613
"outcome",6,3908199,38.46721,63.45921,0.612
"certificate",4,2619902,25.64481,42.54055,0.612
"create",45,29154937,288.50409,473.40204,0.610
"eligibility",1,686564,6.41120,11.14805,0.610
"bull",1,686997,6.41120,11.15508,0.610
"Land",2,1335401,12.82240,21.68352,0.609
"pay",28,18239702,179.51364,296.16638,0.607
"Forest",2,1343170,12.82240,21.80967,0.606
"duration",2,1344358,12.82240,21.82896,0.605
"wholesale",1,693345,6.41120,11.25816,0.605
"particular",13,8535367,83.34562,138.59267,0.604
"ha",1,694804,6.41120,11.28185,0.603
"front",15,9861564,96.16802,160.12672,0.603
"always",32,20993334,205.15845,340.87836,0.603
"focus",22,14507141,141.04643,235.55908,0.600
"effectively",4,2671344,25.64481,43.37584,0.600
"increase",33,21742989,211.56966,353.05084,0.600
"transport",5,3334032,32.05601,54.13620,0.600
"strand",1,700177,6.41120,11.36909,0.599
"Committee",7,4662846,44.87841,75.71276,0.598
"themselves",13,8630207,83.34562,140.13261,0.598
"land",17,11291043,108.99043,183.33783,0.597
"master",6,4025132,38.46721,65.35791,0.595
"dimension",3,2037079,19.23360,33.07698,0.594
"another",44,29428314,282.09286,477.84100,0.591
"variation",3,2047361,19.23360,33.24394,0.591
"concentrate",2,1381981,12.82240,22.43986,0.590
"evaluation",4,2721736,25.64481,44.19407,0.590
"cool",8,5409071,51.28961,87.82956,0.589
"Egypt",2,1384893,12.82240,22.48714,0.589
"Third",1,715165,6.41120,11.61246,0.588
"unless",7,4750151,44.87841,77.13037,0.587
"rule",17,11485166,108.99043,186.48990,0.587
"No",1,718199,6.41120,11.66173,0.585
"delivery",6,4097313,38.46721,66.52995,0.584
"considerably",1,720241,6.41120,11.69488,0.584
"repair",5,3425745,32.05601,55.62539,0.584
"especially",17,11562569,108.99043,187.74672,0.583
"spur",1,721765,6.41120,11.71963,0.583
"X",4,2756774,25.64481,44.76300,0.582
"deposit",3,2079210,19.23360,33.76108,0.582
"wheel",5,3441887,32.05601,55.88749,0.581
"Travel",1,725755,6.41120,11.78442,0.580
"incorrect",1,727893,6.41120,11.81913,0.578
"mass",6,4144485,38.46721,67.29590,0.578
"extension",4,2780434,25.64481,45.14718,0.577
"drive",21,14407349,134.63524,233.93872,0.577
"Report",3,2097379,19.23360,34.05610,0.577
"privacy",3,2098297,19.23360,34.07101,0.577
"conduct",10,6899884,64.11201,112.03657,0.576
"merge",2,1417919,12.82240,23.02340,0.575
"Key",2,1418082,12.82240,23.02604,0.575
"i",27,18586896,173.10245,301.80392,0.575
"purely",1,732504,6.41120,11.89400,0.575
"respond",7,4860184,44.87841,78.91703,0.574
"zero",3,2110178,19.23360,34.26392,0.574
"urge",3,2111088,19.23360,34.27870,0.574
"bus",5,3489444,32.05601,56.65969,0.573
"Province",1,736136,6.41120,11.95298,0.572
"that",799,551815524,5122.55029,8960.08105,0.572
"burden",2,1434942,12.82240,23.29981,0.569
"final",14,9782017,89.75682,158.83507,0.568
"no",108,75323475,692.40979,1223.06165,0.566
"interim",1,744372,6.41120,12.08671,0.566
"original",18,12634902,115.40163,205.15869,0.565
"need",88,61737277,564.18573,1002.45642,0.563
"priority",4,2854236,25.64481,46.34554,0.563
"proper",5,3560741,32.05601,57.81738,0.562
"pop",4,2861313,25.64481,46.46045,0.561
"validate",1,757520,6.41120,12.30020,0.557
"farmer",4,2886677,25.64481,46.87230,0.557
"Swedish",1,758617,6.41120,12.31801,0.556
"os",2,1469150,12.82240,23.85526,0.556
"restrict",2,1471780,12.82240,23.89796,0.555
"see",109,77642360,698.82098,1260.71460,0.555
"Convention",1,762280,6.41120,12.37749,0.554
"stack",2,1476802,12.82240,23.97951,0.553
"working",2,1480925,12.82240,24.04646,0.552
"uncover",1,768240,6.41120,12.47426,0.550
"whole",16,11543367,102.57922,187.43494,0.550
"carefully",3,2206325,19.23360,35.82511,0.549
"highway",2,1487991,12.82240,24.16119,0.549
"short-term",1,769485,6.41120,12.49448,0.549
"seasonal",1,770631,6.41120,12.51309,0.548
"harmful",1,771551,6.41120,12.52803,0.548
"storage",5,3655403,32.05601,59.35445,0.548
"pend",1,771777,6.41120,12.53170,0.548
"substantially",1,773262,6.41120,12.55581,0.547
"continuously",1,773718,6.41120,12.56321,0.546
"those",59,42686262,378.26089,693.11633,0.546
"help",61,44180777,391.08331,717.38348,0.546
"bicycle",1,774826,6.41120,12.58120,0.546
"integral",1,775926,6.41120,12.59906,0.545
"could",76,55265877,487.25131,897.37732,0.543
"road",12,8770267,76.93442,142.40683,0.543
"practical",4,2957950,25.64481,48.02959,0.543
"scheme",5,3690586,32.05601,59.92573,0.543
"yield",3,2236516,19.23360,36.31533,0.542
"thus",11,8079158,70.52322,131.18498,0.541
"claim",18,13193963,115.40163,214.23642,0.541
"Housing",1,783245,6.41120,12.71791,0.540
"fall",19,13992213,121.81283,227.19795,0.538
"balanced",1,786969,6.41120,12.77838,0.538
"at",344,253116195,2205.45337,4109.96338,0.537
"prefer",4,2997627,25.64481,48.67384,0.536
"make",161,118636474,1032.20349,1926.35474,0.536
"margin",2,1529370,12.82240,24.83308,0.535
"receive",26,19261613,166.69124,312.75961,0.534
"format",7,5229005,44.87841,84.90575,0.534
"area",40,29700238,256.44806,482.25635,0.533
"retail",3,2278573,19.23360,36.99823,0.532
"zone",4,3027325,25.64481,49.15606,0.531
"recommended",1,798988,6.41120,12.97353,0.530
"while",60,44743270,384.67209,726.51697,0.530
"mean",37,27658913,237.21446,449.11041,0.529
"compute",1,802358,6.41120,13.02825,0.528
"theft",1,804153,6.41120,13.05740,0.527
"Communication",1,804683,6.41120,13.06601,0.527
"planning",4,3058724,25.64481,49.66590,0.526
"combination",5,3812638,32.05601,61.90755,0.525
"Policy",2,1558757,12.82240,25.31025,0.525
"certify",1,808658,6.41120,13.13055,0.524
"efficiently",1,808897,6.41120,13.13443,0.524
"Book",2,1563506,12.82240,25.38736,0.524
"judicial",1,810327,6.41120,13.15765,0.523
"special",17,12887172,108.99043,209.25490,0.523
"sale",14,10639603,89.75682,172.76010,0.522
"analyse",1,815066,6.41120,13.23460,0.521
"benefit",15,11474276,96.16802,186.31306,0.519
"critical",7,5403169,44.87841,87.73373,0.517
"tree",10,7700120,64.11201,125.03036,0.517
"full",22,16914419,141.04643,274.64716,0.515
"discuss",11,8488180,70.52322,137.82646,0.515
"city",22,16929571,141.04643,274.89319,0.515
"form",30,23089036,192.33604,374.90723,0.514
"alone",7,5467247,44.87841,88.77419,0.511
"Party",4,3161319,25.64481,51.33178,0.509
"attain",1,836281,6.41120,13.57908,0.508
"gray",1,842307,6.41120,13.67692,0.505
"normally",3,2406713,19.23360,39.07890,0.505
"respect",7,5547728,44.87841,90.08099,0.504
"correctly",2,1629299,12.82240,26.45567,0.503
"aluminum",1,845800,6.41120,13.73364,0.503
"how",86,67595447,551.36334,1097.57812,0.503
"prior",7,5560311,44.87841,90.28532,0.503
"observe",5,3995368,32.05601,64.87462,0.502
"must",32,25240357,205.15845,409.83920,0.502
"em",1,848652,6.41120,13.77995,0.501
"automated",1,848964,6.41120,13.78502,0.501
"consecutive",1,852165,6.41120,13.83699,0.500
"editor",6,4808762,38.46721,78.08207,0.499
"bearing",1,854164,6.41120,13.86945,0.498
"implementation",4,3235141,25.64481,52.53046,0.498
"power",27,21505458,173.10245,349.19394,0.497
"state",42,33427311,269.27048,542.77454,0.497
"adverse",1,857815,6.41120,13.92873,0.496
"recently",11,8828193,70.52322,143.34741,0.495
"please",20,16008332,128.22403,259.93460,0.495
"Fund",2,1657494,12.82240,26.91349,0.495
"protection",6,4866706,38.46721,79.02293,0.493
"easily",8,6471177,51.28961,105.07546,0.493
"presence",5,4071406,32.05601,66.10928,0.493
"appreciation",1,872647,6.41120,14.16957,0.489
"earthquake",1,872683,6.41120,14.17015,0.489
"declaration",1,874194,6.41120,14.19469,0.488
"into",91,73817292,583.41937,1198.60510,0.487
"effect",18,14654638,115.40163,237.95406,0.487
"buffer",1,875433,6.41120,14.21481,0.487
"Foundation",4,3308770,25.64481,53.72601,0.487
"suggestion",3,2504229,19.23360,40.66231,0.486
"unlike",3,2529235,19.23360,41.06834,0.481
"missing",1,887957,6.41120,14.41816,0.481
"possess",2,1709412,12.82240,27.75650,0.481
"peer",2,1712278,12.82240,27.80304,0.480
"enhanced",1,890356,6.41120,14.45712,0.479
"Community",4,3375591,25.64481,54.81102,0.477
"sub",1,900985,6.41120,14.62971,0.474
"Fair",1,902328,6.41120,14.65151,0.474
"All",1,903503,6.41120,14.67059,0.473
"complex",7,5927959,44.87841,96.25497,0.472
"million",18,15146091,115.40163,245.93401,0.471
"than",82,68871839,525.71851,1118.30359,0.471
"journey",4,3438425,25.64481,55.83128,0.469
"Sweden",1,913642,6.41120,14.83522,0.468
"wet",2,1757792,12.82240,28.54207,0.468
"concept",7,6028231,44.87841,97.88314,0.464
"pilot",3,2632675,19.23360,42.74795,0.463
"loop",2,1780616,12.82240,28.91268,0.462
"moreover",2,1783319,12.82240,28.95657,0.461
"Kingdom",2,1784225,12.82240,28.97128,0.461
"link",16,13830684,102.57922,224.57513,0.459
"timely",1,934951,6.41120,15.18123,0.458
"although",15,13015411,96.16802,211.33717,0.458
"sixth",1,937363,6.41120,15.22039,0.457
"flood",2,1803173,12.82240,29.27894,0.457
"housing",4,3539046,25.64481,57.46511,0.456
"mod",1,942807,6.41120,15.30879,0.454
"yet",18,15722720,115.40163,255.29698,0.454
"possibility",4,3553839,25.64481,57.70531,0.454
"establishment",2,1814025,12.82240,29.45515,0.454
"because",55,47925040,352.61609,778.18079,0.454
"wish",8,7037631,51.28961,114.27323,0.454
"naturally",2,1816487,12.82240,29.49513,0.453
"recover",3,2687876,19.23360,43.64427,0.453
"discussion",8,7048109,51.28961,114.44337,0.453
"parking",3,2691301,19.23360,43.69989,0.453
"setup",2,1819030,12.82240,29.53642,0.453
"row",3,2696070,19.23360,43.77732,0.452
"numerous",4,3586198,25.64481,58.23074,0.450
"participant",5,4464618,32.05601,72.49404,0.450
"Senior",2,1831329,12.82240,29.73613,0.450
"former",10,8858510,64.11201,143.83968,0.450
"previous",8,7114643,51.28961,115.52371,0.449
"serve",17,15064745,108.99043,244.61314,0.448
"integration",2,1842277,12.82240,29.91389,0.447
"will",217,191940476,1391.23071,3116.62524,0.447
"least",17,15137218,108.99043,245.78993,0.446
"map",8,7180199,51.28961,116.58817,0.445
"found",3,2752528,19.23360,44.69405,0.443
"recovery",3,2754972,19.23360,44.73374,0.442
"D.C.",1,970095,6.41120,15.75188,0.442
"Independent",1,971907,6.41120,15.78130,0.442
"Control",2,1867421,12.82240,30.32217,0.441
"alike",1,972768,6.41120,15.79528,0.441
"Union",4,3670232,25.64481,59.59523,0.440
"precision",1,979049,6.41120,15.89727,0.439
"cause",19,17244986,121.81283,280.01471,0.437
"technological",1,991728,6.41120,16.10314,0.433
"diagram",1,996516,6.41120,16.18089,0.431
"regime",2,1912363,12.82240,31.05191,0.431
"lab",2,1914460,12.82240,31.08596,0.431
"interested",6,5592853,38.46721,90.81371,0.430
"Exchange",1,1008806,6.41120,16.38044,0.426
"heat",5,4721926,32.05601,76.67207,0.426
"Public",4,3796662,25.64481,61.64814,0.425
"font",1,1012942,6.41120,16.44760,0.425
"exclusively",1,1013200,6.41120,16.45179,0.425
"planet",3,2887603,19.23360,46.88733,0.423
"belong",3,2896031,19.23360,47.02418,0.421
"office",12,11355971,76.93442,184.39209,0.420
"innovation",3,2904691,19.23360,47.16479,0.420
"Section",2,1966825,12.82240,31.93624,0.420
"present",20,18953153,128.22403,307.75104,0.419
"essence",1,1031944,6.41120,16.75615,0.417
"attachment",1,1033525,6.41120,16.78182,0.417
"wind",5,4824597,32.05601,78.33918,0.417
"there",121,114857537,775.75537,1864.99426,0.416
"trim",1,1037518,6.41120,16.84665,0.415
"decrease",3,2939657,19.23360,47.73256,0.415
"complicated",1,1037749,6.41120,16.85040,0.415
"book",27,25794689,173.10245,418.84015,0.415
"monthly",2,1993225,12.82240,32.36491,0.414
"revision",1,1041172,6.41120,16.90598,0.414
"consensus",1,1041745,6.41120,16.91529,0.414
"globe",1,1043650,6.41120,16.94622,0.413
"position",14,13490822,89.75682,219.05664,0.412
"assembly",2,2003596,12.82240,32.53330,0.412
"task",6,5839546,38.46721,94.81937,0.412
"logical",1,1051019,6.41120,17.06588,0.410
"skip",1,1056587,6.41120,17.15629,0.408
"upcoming",2,2024617,12.82240,32.87463,0.408
"during",34,33069988,217.98085,536.97253,0.407
"narrow",2,2029918,12.82240,32.96070,0.407
"constitutional",1,1064705,6.41120,17.28810,0.405
"worldwide",2,2039493,12.82240,33.11618,0.405
"tend",4,4010788,25.64481,65.12500,0.403
"able",18,17743757,115.40163,288.11349,0.403
"mechanic",1,1073781,6.41120,17.43547,0.402
"store",10,9922160,64.11201,161.11064,0.402
"widespread",1,1075804,6.41120,17.46832,0.401
"Program",2,2060167,12.82240,33.45187,0.401
"would",108,106570656,692.40979,1730.43640,0.400
"capability",3,3052561,19.23360,49.56583,0.400
"Home",3,3055800,19.23360,49.61842,0.400
"reverse",2,2091676,12.82240,33.96350,0.395
"array",2,2091716,12.82240,33.96415,0.395
"reinforce",1,1097135,6.41120,17.81468,0.394
"bulk",1,1098553,6.41120,17.83771,0.393
"attach",3,3114073,19.23360,50.56463,0.392
"seat",5,5140798,32.05601,83.47349,0.391
"nominate",1,1105904,6.41120,17.95707,0.391
"Photo",1,1108039,6.41120,17.99174,0.390
"fill",7,7181822,44.87841,116.61452,0.390
"basic",6,6170537,38.46721,100.19382,0.390
"expertise",2,2122744,12.82240,34.46796,0.390
"farm",4,4155813,25.64481,67.47984,0.389
"civil",3,3146576,19.23360,51.09239,0.388
"Time",2,2132547,12.82240,34.62714,0.388
"Engineering",2,2140924,12.82240,34.76316,0.386
"afterwards",1,1119814,6.41120,18.18293,0.386
"once",18,18500115,115.40163,300.39481,0.386
"gather",3,3166295,19.23360,51.41258,0.386
"raise",9,9334462,57.70081,151.56793,0.385
"strength",4,4224408,25.64481,68.59364,0.383
"ex",1,1130673,6.41120,18.35925,0.383
"series",12,12481138,76.93442,202.66194,0.383
"recognition",2,2166718,12.82240,35.18199,0.382
"simultaneously",1,1135134,6.41120,18.43169,0.381
"stem",2,2172438,12.82240,35.27487,0.381
"Marine",1,1139018,6.41120,18.49476,0.380
"gradually",1,1141141,6.41120,18.52923,0.379
"trail",3,3226053,19.23360,52.38290,0.379
"majority",4,4269958,25.64481,69.33326,0.379
"formation",2,2195501,12.82240,35.64935,0.377
"soil",3,3249085,19.23360,52.75688,0.376
"wide",7,7460015,44.87841,121.13167,0.376
"become",31,32738272,198.74725,531.58630,0.375
"prepare",7,7496199,44.87841,121.71921,0.374
"already",15,15998979,96.16802,259.78271,0.373
"six",8,8586330,51.28961,139.42017,0.372
"locate",8,8615526,51.28961,139.89424,0.371
"navigate",1,1169782,6.41120,18.99428,0.371
"Article",1,1171072,6.41120,19.01523,0.370
"situation",8,8638546,51.28961,140.26802,0.370
"modify",2,2239400,12.82240,36.36216,0.370
"prevent",6,6518619,38.46721,105.84579,0.369
"Indiana",1,1176069,6.41120,19.09637,0.369
"confusion",1,1176171,6.41120,19.09803,0.369
"List",1,1178134,6.41120,19.12990,0.368
"possibly",3,3323902,19.23360,53.97172,0.368
"mostly",4,4408322,25.64481,71.57994,0.367
"diverse",2,2261146,12.82240,36.71526,0.366
"access",13,14118976,83.34562,229.25627,0.366
"back",41,44331578,262.85925,719.83209,0.366
"write",25,27106726,160.28004,440.14429,0.366
"add",24,26095353,153.86884,423.72217,0.365
"reward",2,2273863,12.82240,36.92175,0.364
"collection",7,7702061,44.87841,125.06189,0.364
"China",7,7703482,44.87841,125.08496,0.364
"they",154,167848228,987.32507,2725.42847,0.362
"user",13,14275052,83.34562,231.79054,0.362
"motivate",1,1202709,6.41120,19.52893,0.361
"yellow",2,2301006,12.82240,37.36248,0.360
"competitive",2,2303172,12.82240,37.39766,0.360
"solid",3,3404324,19.23360,55.27757,0.360
"substitute",1,1208869,6.41120,19.62896,0.359
"far",14,15500753,89.75682,251.69281,0.359
"vs",1,1209579,6.41120,19.64049,0.359
"law",15,16673183,96.16802,270.73010,0.358
"secondary",2,2325403,12.82240,37.75863,0.357
"occupation",1,1218329,6.41120,19.78257,0.357
"effectiveness",1,1219668,6.41120,19.80431,0.356
"speed",6,6763007,38.46721,109.81403,0.356
"universe",2,2335659,12.82240,37.92516,0.355
"address",11,12357429,70.52322,200.65323,0.355
"confirm",4,4577593,25.64481,74.32848,0.354
"June",9,10171939,57.70081,165.16643,0.353
"since",27,30383816,173.10245,493.35590,0.352
"existence",2,2355807,12.82240,38.25232,0.352
"still",31,34893507,198.74725,566.58185,0.352
"contrary",1,1239176,6.41120,20.12107,0.351
"outside",8,9135830,51.28961,148.34264,0.350
"shift",4,4638007,25.64481,75.30944,0.349
"prediction",1,1246957,6.41120,20.24741,0.349
"exploration",1,1248294,6.41120,20.26912,0.348
"central",4,4649050,25.64481,75.48875,0.348
"analyze",2,2406249,12.82240,39.07136,0.345
"procedure",4,4712258,25.64481,76.51509,0.344
"judge",4,4717522,25.64481,76.60056,0.343
"accommodate",1,1271110,6.41120,20.63960,0.342
"Second",1,1274230,6.41120,20.69025,0.342
"meet",14,16332188,89.75682,265.19321,0.341
"aware",3,3617643,19.23360,58.74133,0.339
"until",16,18808785,102.57922,305.40686,0.338
"continued",1,1288775,6.41120,20.92643,0.338
"railway",1,1289034,6.41120,20.93063,0.338
"highly",5,5978158,32.05601,97.07008,0.337
"depict",1,1297228,6.41120,21.06368,0.336
"take",68,80304567,435.96170,1303.94189,0.335
"modification",1,1301647,6.41120,21.13544,0.335
"match",7,8421598,44.87841,136.74533,0.333
"supply",7,8422675,44.87841,136.76283,0.333
"freeze",1,1310440,6.41120,21.27821,0.333
"resolve",2,2497739,12.82240,40.55693,0.333
"extreme",2,2497770,12.82240,40.55743,0.333
"Daily",1,1312972,6.41120,21.31933,0.332
"operator",2,2505661,12.82240,40.68556,0.332
"evidence",7,8470792,44.87841,137.54413,0.331
"y",1,1317147,6.41120,21.38712,0.331
"legislation",2,2513413,12.82240,40.81144,0.331
"apartment",2,2513628,12.82240,40.81493,0.331
"pursue",2,2514283,12.82240,40.82556,0.330
"display",7,8489025,44.87841,137.84018,0.330
"Association",4,4904902,25.64481,79.64314,0.330
"franchise",1,1320546,6.41120,21.44231,0.330
"fairly",2,2517594,12.82240,40.87933,0.330
"ability",7,8504360,44.87841,138.08917,0.330
"determination",1,1323961,6.41120,21.49776,0.329
"India",6,7319587,38.46721,118.85148,0.329
"automatically",2,2523717,12.82240,40.97874,0.329
"frequently",2,2526423,12.82240,41.02269,0.329
"simple",8,9730688,51.28961,158.00163,0.329
"suit",3,3734606,19.23360,60.64050,0.328
"fiber",1,1329166,6.41120,21.58228,0.328
"among",11,13365112,70.52322,217.01543,0.328
"knowledge",7,8555072,44.87841,138.91261,0.328
"slightly",3,3752576,19.23360,60.93229,0.327
"fraud",1,1336454,6.41120,21.70061,0.326
"advantage",4,4990195,25.64481,81.02808,0.325
"g",1,1345833,6.41120,21.85291,0.324
